题目编号,情绪标签,是否标准标签,选择人次,选择者同能力其余题均分,抽中人数,选择率
ITEM-00025,感动,False,1,0.13333333333333333,4,0.25
ITEM-00025,痛苦,True,2,0.5,4,0.5
ITEM-00026,悲伤,True,5,0.33333333333333337,8,0.625
ITEM-00026,抑郁,False,1,0.2,8,0.125
ITEM-00026,渴望,False,1,0.26666666666666666,8,0.125
ITEM-00026,遗憾,False,1,0.13333333333333333,8,0.125
ITEM-00027,好奇,False,2,0.26666666666666666,8,0.25
ITEM-00027,快乐,True,4,0.43333333333333335,8,0.5
ITEM-00027,愉悦,False,1,0.13333333333333333,8,0.125
ITEM-00027,轻松,False,1,0.4,8,0.125
ITEM-00028,希望,False,1,0.26666666666666666,3,0.3333333333333333
ITEM-00028,悲伤,True,1,0.26666666666666666,3,0.3333333333333333
ITEM-00028,痛苦,False,1,0.2,3,0.3333333333333333
ITEM-00029,共情痛苦,False,2,0.3,6,0.3333333333333333
ITEM-00029,委屈,False,1,0.13333333333333333,6,0.16666666666666666
ITEM-00029,焦虑,False,1,0.3333333333333333,6,0.16666666666666666
ITEM-00029,痛苦,False,2,0.26666666666666666,6,0.3333333333333333
ITEM-00030,困惑,True,4,0.31666666666666665,8,0.5
ITEM-00030,失望,False,1,0.2,8,0.125
ITEM-00030,委屈,False,1,0.13333333333333333,8,0.125
ITEM-00030,审美欣赏,False,1,0.13333333333333333,8,0.125
ITEM-00030,怀旧,False,1,0.4,8,0.125
ITEM-00032,兴趣,False,1,0.2,5,0.2
ITEM-00032,平静,False,1,0.13333333333333333,5,0.2
ITEM-00032,愉悦,True,2,0.30000000000000004,5,0.4
ITEM-00032,满足,False,1,0.3333333333333333,5,0.2
ITEM-00033,惊讶,True,5,0.22666666666666666,9,0.5555555555555556
ITEM-00033,震惊,False,4,0.23333333333333334,9,0.4444444444444444
ITEM-00034,希望,False,1,0.4,8,0.125
ITEM-00034,爱,True,7,0.37142857142857144,8,0.875
ITEM-00035,恐惧,False,1,0.26666666666666666,3,0.3333333333333333
ITEM-00035,惊讶,True,1,0.2,3,0.3333333333333333
ITEM-00035,震惊,False,1,0.2,3,0.3333333333333333
ITEM-00036,兴趣,True,1,0.2,7,0.14285714285714285
ITEM-00036,困惑,False,1,0.3333333333333333,7,0.14285714285714285
ITEM-00036,担忧,False,2,0.43333333333333335,7,0.2857142857142857
ITEM-00036,敌意,False,1,0.26666666666666666,7,0.14285714285714285
ITEM-00036,释然,False,1,0.13333333333333333,7,0.14285714285714285
ITEM-00036,震惊,False,1,0.4666666666666667,7,0.14285714285714285
ITEM-00037,不屑,False,1,0.3333333333333333,14,0.07142857142857142
ITEM-00037,冷静,False,1,0.3333333333333333,14,0.07142857142857142
ITEM-00037,烦躁,False,1,0.3333333333333333,14,0.07142857142857142
ITEM-00037,绝望,False,1,0.3333333333333333,14,0.07142857142857142
ITEM-00037,蔑视,True,10,0.26666666666666666,14,0.7142857142857143
ITEM-00038,烦躁,False,1,0.13333333333333333,9,0.1111111111111111
ITEM-00038,自满,True,7,0.2285714285714286,9,0.7777777777777778
ITEM-00038,自豪,False,1,0.26666666666666666,9,0.1111111111111111
ITEM-00039,愁闷,False,1,0.2,13,0.07692307692307693
ITEM-00039,焦虑,False,1,0.26666666666666666,13,0.07692307692307693
ITEM-00039,痛苦,True,11,0.2424242424242424,13,0.8461538461538461
ITEM-00040,委屈,False,1,0.13333333333333333,16,0.0625
ITEM-00040,怨恨,True,10,0.27999999999999997,16,0.625
ITEM-00040,愤怒,False,4,0.35,16,0.25
ITEM-00040,敌意,False,1,0.06666666666666667,16,0.0625
ITEM-00041,不屑,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00041,委屈,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00041,嫉妒,False,3,0.39999999999999997,18,0.16666666666666666
ITEM-00041,怨恨,False,2,0.3333333333333333,18,0.1111111111111111
ITEM-00041,愁闷,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00041,愤怒,False,1,0.2,18,0.05555555555555555
ITEM-00041,烦躁,False,1,0.13333333333333333,18,0.05555555555555555
ITEM-00041,绝望,False,1,0.2,18,0.05555555555555555
ITEM-00041,自满,True,3,0.3111111111111111,18,0.16666666666666666
ITEM-00041,蔑视,False,1,0.2,18,0.05555555555555555
ITEM-00041,遗憾,False,3,0.3333333333333333,18,0.16666666666666666
ITEM-00042,共情痛苦,False,2,0.4,22,0.09090909090909091
ITEM-00042,冷静,False,2,0.4,22,0.09090909090909091
ITEM-00042,困惑,False,1,0.3333333333333333,22,0.045454545454545456
ITEM-00042,失望,False,2,0.26666666666666666,22,0.09090909090909091
ITEM-00042,委屈,True,14,0.29047619047619044,22,0.6363636363636364
ITEM-00042,审美欣赏,False,1,0.4,22,0.045454545454545456
ITEM-00042,平静,False,2,0.3666666666666667,22,0.09090909090909091
ITEM-00042,恐惧,False,2,0.23333333333333334,22,0.09090909090909091
ITEM-00042,悲伤,True,13,0.2717948717948718,22,0.5909090909090909
ITEM-00042,抑郁,False,1,0.13333333333333333,22,0.045454545454545456
ITEM-00042,担忧,False,1,0.3333333333333333,22,0.045454545454545456
ITEM-00042,渴望,False,1,0.2,22,0.045454545454545456
ITEM-00042,焦虑,False,1,0.13333333333333333,22,0.045454545454545456
ITEM-00042,紧张,False,1,0.3333333333333333,22,0.045454545454545456
ITEM-00042,绝望,False,2,0.3666666666666667,22,0.09090909090909091
ITEM-00042,释然,False,1,0.2,22,0.045454545454545456
ITEM-00042,震惊,False,2,0.3666666666666667,22,0.09090909090909091
ITEM-00043,内疚,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00043,怀旧,True,9,0.34074074074074073,17,0.5294117647058824
ITEM-00043,悲伤,False,3,0.35555555555555557,17,0.17647058823529413
ITEM-00043,惊喜,False,1,0.3333333333333333,17,0.058823529411764705
ITEM-00043,感动,True,1,0.4,17,0.058823529411764705
ITEM-00043,担忧,False,1,0.3333333333333333,17,0.058823529411764705
ITEM-00043,渴望,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00043,爱,False,1,0.4666666666666667,17,0.058823529411764705
ITEM-00043,痛苦,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00043,紧张,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00043,绝望,False,1,0.26666666666666666,17,0.058823529411764705
ITEM-00043,遗憾,True,15,0.3555555555555555,17,0.8823529411764706
ITEM-00044,兴趣,False,1,0.13333333333333333,21,0.047619047619047616
ITEM-00044,冷静,False,1,0.3333333333333333,21,0.047619047619047616
ITEM-00044,好奇,False,2,0.33333333333333337,21,0.09523809523809523
ITEM-00044,平静,False,1,0.3333333333333333,21,0.047619047619047616
ITEM-00044,恐惧,False,2,0.2,21,0.09523809523809523
ITEM-00044,惊讶,True,4,0.26666666666666666,21,0.19047619047619047
ITEM-00044,担忧,False,1,0.26666666666666666,21,0.047619047619047616
ITEM-00044,敌意,False,3,0.3333333333333333,21,0.14285714285714285
ITEM-00044,烦躁,False,2,0.2,21,0.09523809523809523
ITEM-00044,紧张,True,19,0.29824561403508776,21,0.9047619047619048
ITEM-00044,遗憾,False,1,0.2,21,0.047619047619047616
ITEM-00044,震惊,False,1,0.13333333333333333,21,0.047619047619047616
ITEM-00045,不屑,False,1,0.26666666666666666,31,0.03225806451612903
ITEM-00045,共情痛苦,False,1,0.13333333333333333,31,0.03225806451612903
ITEM-00045,内疚,False,1,0.4666666666666667,31,0.03225806451612903
ITEM-00045,困惑,False,2,0.3,31,0.06451612903225806
ITEM-00045,委屈,False,2,0.23333333333333334,31,0.06451612903225806
ITEM-00045,怨恨,False,1,0.13333333333333333,31,0.03225806451612903
ITEM-00045,悲伤,False,1,0.26666666666666666,31,0.03225806451612903
ITEM-00045,惊讶,False,1,0.2,31,0.03225806451612903
ITEM-00045,愁闷,False,2,0.3,31,0.06451612903225806
ITEM-00045,愤怒,False,3,0.2888888888888889,31,0.0967741935483871
ITEM-00045,担忧,False,2,0.4,31,0.06451612903225806
ITEM-00045,烦躁,False,2,0.23333333333333334,31,0.06451612903225806
ITEM-00045,焦虑,False,2,0.26666666666666666,31,0.06451612903225806
ITEM-00045,痛苦,False,1,0.3333333333333333,31,0.03225806451612903
ITEM-00045,紧张,True,9,0.2888888888888889,31,0.2903225806451613
ITEM-00046,不屑,False,1,0.26666666666666666,12,0.08333333333333333
ITEM-00046,内疚,True,5,0.30666666666666664,12,0.4166666666666667
ITEM-00046,厌倦,False,1,0.26666666666666666,12,0.08333333333333333
ITEM-00046,失望,False,1,0.3333333333333333,12,0.08333333333333333
ITEM-00046,委屈,False,1,0.26666666666666666,12,0.08333333333333333
ITEM-00046,恐惧,False,1,0.3333333333333333,12,0.08333333333333333
ITEM-00046,悲伤,True,10,0.30666666666666664,12,0.8333333333333334
ITEM-00046,惊讶,False,1,0.26666666666666666,12,0.08333333333333333
ITEM-00046,愁闷,False,1,0.3333333333333333,12,0.08333333333333333
ITEM-00046,抑郁,False,1,0.4,12,0.08333333333333333
ITEM-00046,担忧,False,1,0.4,12,0.08333333333333333
ITEM-00046,痛苦,False,2,0.3666666666666667,12,0.16666666666666666
ITEM-00046,蔑视,False,1,0.26666666666666666,12,0.08333333333333333
ITEM-00047,共情痛苦,False,1,0.4,16,0.0625
ITEM-00047,兴奋,False,4,0.21666666666666665,16,0.25
ITEM-00047,困惑,False,1,0.4,16,0.0625
ITEM-00047,快乐,True,10,0.24666666666666667,16,0.625
ITEM-00047,惊喜,True,9,0.2222222222222222,16,0.5625
ITEM-00047,惊讶,False,1,0.13333333333333333,16,0.0625
ITEM-00047,愉悦,True,11,0.2303030303030303,16,0.6875
ITEM-00047,感激,False,1,0.26666666666666666,16,0.0625
ITEM-00047,满足,False,2,0.2,16,0.125
ITEM-00047,轻松,False,1,0.26666666666666666,16,0.0625
ITEM-00048,困惑,False,1,0.2,34,0.029411764705882353
ITEM-00048,愤怒,True,24,0.2916666666666667,34,0.7058823529411765
ITEM-00048,烦躁,False,2,0.33333333333333337,34,0.058823529411764705
ITEM-00048,焦虑,False,1,0.26666666666666666,34,0.029411764705882353
ITEM-00048,紧张,False,1,0.3333333333333333,34,0.029411764705882353
ITEM-00048,自满,False,1,0.06666666666666667,34,0.029411764705882353
ITEM-00048,蔑视,False,2,0.2,34,0.058823529411764705
ITEM-00048,遗憾,False,1,0.3333333333333333,34,0.029411764705882353
ITEM-00048,震惊,False,1,0.2,34,0.029411764705882353
ITEM-00049,不屑,False,2,0.3,43,0.046511627906976744
ITEM-00049,共情痛苦,False,2,0.3,43,0.046511627906976744
ITEM-00049,冷静,False,2,0.3,43,0.046511627906976744
ITEM-00049,厌倦,False,1,0.26666666666666666,43,0.023255813953488372
ITEM-00049,厌恶,False,1,0.4666666666666667,43,0.023255813953488372
ITEM-00049,失望,False,1,0.2,43,0.023255813953488372
ITEM-00049,希望,False,1,0.13333333333333333,43,0.023255813953488372
ITEM-00049,平静,False,2,0.4,43,0.046511627906976744
ITEM-00049,快乐,False,1,0.2,43,0.023255813953488372
ITEM-00049,敌意,True,18,0.26296296296296295,43,0.4186046511627907
ITEM-00049,渴望,False,1,0.4,43,0.023255813953488372
ITEM-00049,爱,False,1,0.26666666666666666,43,0.023255813953488372
ITEM-00049,痛苦,False,1,0.13333333333333333,43,0.023255813953488372
ITEM-00049,绝望,False,1,0.13333333333333333,43,0.023255813953488372
ITEM-00049,自满,False,1,0.13333333333333333,43,0.023255813953488372
ITEM-00049,蔑视,False,4,0.21666666666666667,43,0.09302325581395349
ITEM-00049,轻松,False,1,0.26666666666666666,43,0.023255813953488372
ITEM-00049,遗憾,False,2,0.3,43,0.046511627906976744
ITEM-00050,不屑,False,1,0.13333333333333333,20,0.05
ITEM-00050,怨恨,True,17,0.23529411764705882,20,0.85
ITEM-00050,悲伤,False,1,0.26666666666666666,20,0.05
ITEM-00050,惊喜,False,1,0.26666666666666666,20,0.05
ITEM-00050,愁闷,False,1,0.3333333333333333,20,0.05
ITEM-00050,愤怒,False,1,0.2,20,0.05
ITEM-00050,抑郁,False,1,0.2,20,0.05
ITEM-00050,敌意,True,12,0.24444444444444446,20,0.6
ITEM-00050,爱,False,1,0.2,20,0.05
ITEM-00050,痛苦,False,2,0.3666666666666667,20,0.1
ITEM-00050,绝望,False,2,0.3333333333333333,20,0.1
ITEM-00050,羞耻,False,1,0.3333333333333333,20,0.05
ITEM-00051,不屑,False,1,0.2,15,0.06666666666666667
ITEM-00051,兴奋,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00051,厌恶,False,2,0.2,15,0.13333333333333333
ITEM-00051,委屈,False,1,0.2,15,0.06666666666666667
ITEM-00051,悲伤,True,7,0.30476190476190473,15,0.4666666666666667
ITEM-00051,惊讶,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00051,愤怒,False,1,0.26666666666666666,15,0.06666666666666667
ITEM-00051,绝望,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00052,厌恶,False,2,0.33333333333333337,15,0.13333333333333333
ITEM-00052,失望,False,2,0.26666666666666666,15,0.13333333333333333
ITEM-00052,委屈,True,5,0.27999999999999997,15,0.3333333333333333
ITEM-00052,怨恨,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00052,悲伤,False,3,0.26666666666666666,15,0.2
ITEM-00052,愤怒,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00052,痛苦,True,10,0.32,15,0.6666666666666666
ITEM-00052,绝望,True,10,0.30666666666666664,15,0.6666666666666666
ITEM-00052,释然,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00052,震惊,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00053,共情痛苦,False,1,0.4,15,0.06666666666666667
ITEM-00053,失望,False,1,0.2,15,0.06666666666666667
ITEM-00053,委屈,True,4,0.36666666666666664,15,0.26666666666666666
ITEM-00053,希望,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00053,平静,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00053,恐惧,False,2,0.3333333333333333,15,0.13333333333333333
ITEM-00053,悲伤,True,11,0.4121212121212121,15,0.7333333333333333
ITEM-00053,愁闷,False,1,0.2,15,0.06666666666666667
ITEM-00053,抑郁,False,3,0.3333333333333333,15,0.2
ITEM-00053,渴望,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00053,焦虑,False,1,0.4,15,0.06666666666666667
ITEM-00053,痛苦,False,1,0.4,15,0.06666666666666667
ITEM-00053,绝望,True,11,0.4121212121212121,15,0.7333333333333333
ITEM-00053,遗憾,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00053,震惊,False,1,0.26666666666666666,15,0.06666666666666667
ITEM-00054,崇拜,False,1,0.26666666666666666,15,0.06666666666666667
ITEM-00054,希望,True,7,0.31428571428571433,15,0.4666666666666667
ITEM-00054,平静,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00054,快乐,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00054,惊喜,False,1,0.2,15,0.06666666666666667
ITEM-00054,愉悦,True,9,0.3407407407407408,15,0.6
ITEM-00054,感动,False,1,0.3333333333333333,15,0.06666666666666667
ITEM-00054,渴望,False,2,0.4,15,0.13333333333333333
ITEM-00054,爱,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00054,自满,False,2,0.26666666666666666,15,0.13333333333333333
ITEM-00054,自豪,False,1,0.4666666666666667,15,0.06666666666666667
ITEM-00054,轻松,True,11,0.3090909090909091,15,0.7333333333333333
ITEM-00055,兴奋,True,7,0.2571428571428572,18,0.3888888888888889
ITEM-00055,兴趣,False,1,0.4666666666666667,18,0.05555555555555555
ITEM-00055,审美欣赏,False,1,0.4,18,0.05555555555555555
ITEM-00055,崇拜,False,1,0.2,18,0.05555555555555555
ITEM-00055,希望,False,2,0.2,18,0.1111111111111111
ITEM-00055,平静,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00055,快乐,True,15,0.31555555555555553,18,0.8333333333333334
ITEM-00055,怀旧,False,1,0.3333333333333333,18,0.05555555555555555
ITEM-00055,愉悦,True,13,0.29743589743589743,18,0.7222222222222222
ITEM-00055,感激,False,1,0.26666666666666666,18,0.05555555555555555
ITEM-00055,渴望,False,1,0.13333333333333333,18,0.05555555555555555
ITEM-00055,满足,False,1,0.13333333333333333,18,0.05555555555555555
ITEM-00055,自豪,False,2,0.33333333333333337,18,0.1111111111111111
ITEM-00055,轻松,True,12,0.3111111111111111,18,0.6666666666666666
ITEM-00055,遗憾,False,1,0.4,18,0.05555555555555555
ITEM-00056,共情痛苦,False,1,0.4,11,0.09090909090909091
ITEM-00056,兴趣,False,1,0.3333333333333333,11,0.09090909090909091
ITEM-00056,厌倦,False,2,0.23333333333333334,11,0.18181818181818182
ITEM-00056,厌恶,False,1,0.13333333333333333,11,0.09090909090909091
ITEM-00056,好奇,False,1,0.4,11,0.09090909090909091
ITEM-00056,审美欣赏,False,2,0.16666666666666669,11,0.18181818181818182
ITEM-00056,担忧,True,3,0.26666666666666666,11,0.2727272727272727
ITEM-00057,兴奋,False,1,0.2,33,0.030303030303030304
ITEM-00057,困惑,False,1,0.13333333333333333,33,0.030303030303030304
ITEM-00057,快乐,False,2,0.16666666666666666,33,0.06060606060606061
ITEM-00057,惊喜,True,21,0.2761904761904762,33,0.6363636363636364
ITEM-00057,惊讶,False,1,0.13333333333333333,33,0.030303030303030304
ITEM-00057,烦躁,False,2,0.13333333333333333,33,0.06060606060606061
ITEM-00057,焦虑,False,1,0.26666666666666666,33,0.030303030303030304
ITEM-00057,痛苦,False,1,0.13333333333333333,33,0.030303030303030304
ITEM-00057,紧张,False,1,0.3333333333333333,33,0.030303030303030304
ITEM-00057,蔑视,False,1,0.26666666666666666,33,0.030303030303030304
ITEM-00057,轻松,False,1,0.06666666666666667,33,0.030303030303030304
ITEM-00058,共情痛苦,False,2,0.4,22,0.09090909090909091
ITEM-00058,兴趣,False,3,0.35555555555555557,22,0.13636363636363635
ITEM-00058,困惑,False,1,0.4,22,0.045454545454545456
ITEM-00058,好奇,False,2,0.3666666666666667,22,0.09090909090909091
ITEM-00058,希望,False,2,0.5666666666666667,22,0.09090909090909091
ITEM-00058,平静,False,1,0.2,22,0.045454545454545456
ITEM-00058,怀旧,False,4,0.3,22,0.18181818181818182
ITEM-00058,悲伤,False,3,0.3333333333333333,22,0.13636363636363635
ITEM-00058,惊喜,False,3,0.2888888888888889,22,0.13636363636363635
ITEM-00058,惊讶,False,1,0.4,22,0.045454545454545456
ITEM-00058,愉悦,True,8,0.43333333333333335,22,0.36363636363636365
ITEM-00058,感动,True,7,0.45714285714285713,22,0.3181818181818182
ITEM-00058,渴望,False,1,0.3333333333333333,22,0.045454545454545456
ITEM-00058,爱,False,2,0.5333333333333333,22,0.09090909090909091
ITEM-00058,自满,False,1,0.13333333333333333,22,0.045454545454545456
ITEM-00058,自豪,False,2,0.3333333333333333,22,0.09090909090909091
ITEM-00058,轻松,False,1,0.3333333333333333,22,0.045454545454545456
ITEM-00058,遗憾,False,2,0.26666666666666666,22,0.09090909090909091
ITEM-00058,震惊,False,1,0.4,22,0.045454545454545456
ITEM-00059,共情痛苦,False,1,0.06666666666666667,12,0.08333333333333333
ITEM-00059,烦躁,False,1,0.4,12,0.08333333333333333
