题目编号,有效作答人数,严格完全识别率,平均部分标签得分,平均强度匹配得分,全部答卷作答人数,全部答卷完全识别率,全部答卷部分标签得分,全部答卷强度匹配得分,完全识别率差,部分标签得分差,强度匹配得分差
ITEM-00081,26.0,0.15384615384615385,0.6232653846153847,0.4807692307692308,27,0.14814814814814814,0.6001814814814815,0.46296296296296297,0.005698005698005715,0.023083903133903183,0.017806267806267817
ITEM-00133,11.0,0.09090909090909091,0.3727272727272727,0.375,12,0.08333333333333333,0.3416666666666666,0.34375,0.007575757575757583,0.031060606060606066,0.03125
ITEM-00085,13.0,0.3076923076923077,0.7930384615384616,0.7980769230769231,15,0.26666666666666666,0.6873,0.6916666666666667,0.041025641025641046,0.10573846153846156,0.10641025641025648
ITEM-00033,9.0,0.5555555555555556,0.5555555555555556,0.4166666666666667,11,0.45454545454545453,0.45454545454545453,0.3409090909090909,0.10101010101010105,0.10101010101010105,0.0757575757575758
ITEM-00050,20.0,0.25,0.695015,0.56875,21,0.23809523809523808,0.6619190476190477,0.5416666666666666,0.011904761904761918,0.03309595238095231,0.027083333333333348
ITEM-00022,9.0,0.6666666666666666,0.6666666666666666,0.5,9,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0
ITEM-00111,12.0,0.5833333333333334,0.5833333333333334,0.4375,13,0.5384615384615384,0.5384615384615384,0.40384615384615385,0.044871794871794934,0.044871794871794934,0.033653846153846145
ITEM-00127,20.0,0.05,0.48571500000000006,0.38333,22,0.045454545454545456,0.4415590909090909,0.34848181818181817,0.004545454545454547,0.04415590909090916,0.034848181818181834
ITEM-00032,5.0,0.4,0.4,0.35,6,0.5,0.5,0.4166666666666667,-0.09999999999999998,-0.09999999999999998,-0.06666666666666671
ITEM-00067,9.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,10,0.5,0.5,0.4,0.05555555555555558,0.05555555555555558,0.0444444444444444
ITEM-00026,8.0,0.625,0.625,0.53125,9,0.6666666666666666,0.6666666666666666,0.5277777777777778,-0.04166666666666663,-0.04166666666666663,0.00347222222222221
ITEM-00066,17.0,0.0,0.6723588235294118,0.45955882352941174,17,0.0,0.6723588235294118,0.45955882352941174,0.0,0.0,0.0
ITEM-00017,6.0,0.8333333333333334,0.8333333333333334,0.7083333333333334,6,0.8333333333333334,0.8333333333333334,0.7083333333333334,0.0,0.0,0.0
ITEM-00116,12.0,0.5833333333333334,0.5833333333333334,0.4791666666666667,12,0.5833333333333334,0.5833333333333334,0.4791666666666667,0.0,0.0,0.0
ITEM-00147,4.0,0.75,0.75,0.5,5,0.6,0.6,0.4,0.15000000000000002,0.15000000000000002,0.09999999999999998
ITEM-00120,8.0,0.125,0.125,0.09375,8,0.125,0.125,0.09375,0.0,0.0,0.0
ITEM-00021,6.0,0.16666666666666666,0.16666666666666666,0.125,7,0.2857142857142857,0.2857142857142857,0.21428571428571427,-0.11904761904761904,-0.11904761904761904,-0.08928571428571427
ITEM-00016,8.0,0.75,0.75,0.65625,9,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.08333333333333337,0.08333333333333337,0.07291666666666663
ITEM-00117,10.0,0.2,0.2,0.2,11,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.018181818181818188,0.018181818181818188,0.018181818181818188
ITEM-00119,8.0,0.25,0.25,0.21875,8,0.25,0.25,0.21875,0.0,0.0,0.0
ITEM-00006,6.0,0.8333333333333334,0.8333333333333334,0.5833333333333334,7,0.7142857142857143,0.7142857142857143,0.5,0.11904761904761907,0.11904761904761907,0.08333333333333337
ITEM-00011,10.0,0.9,0.9,0.8,11,0.9090909090909091,0.9090909090909091,0.7954545454545454,-0.009090909090909038,-0.009090909090909038,0.00454545454545463
ITEM-00148,12.0,0.75,0.75,0.4791666666666667,12,0.75,0.75,0.4791666666666667,0.0,0.0,0.0
ITEM-00060,11.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,13,0.3076923076923077,0.3076923076923077,0.23076923076923078,-0.034965034965035,-0.034965034965035,-0.04895104895104896
ITEM-00118,11.0,0.36363636363636365,0.36363636363636365,0.3181818181818182,11,0.36363636363636365,0.36363636363636365,0.3181818181818182,0.0,0.0,0.0
ITEM-00005,8.0,0.5,0.5,0.46875,9,0.4444444444444444,0.4444444444444444,0.4166666666666667,0.05555555555555558,0.05555555555555558,0.052083333333333315
ITEM-00036,7.0,0.14285714285714285,0.14285714285714285,0.10714285714285714,7,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.0,0.0,0.0
ITEM-00018,6.0,0.8333333333333334,0.8333333333333334,0.75,7,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.11904761904761907,0.11904761904761907,0.1071428571428571
ITEM-00003,3.0,0.6666666666666666,0.6666666666666666,0.5,4,0.5,0.5,0.375,0.16666666666666663,0.16666666666666663,0.125
ITEM-00024,3.0,0.3333333333333333,0.3333333333333333,0.25,3,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.0
ITEM-00112,7.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0
ITEM-00035,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5,0.2,0.2,0.2,0.1333333333333333,0.1333333333333333,0.1333333333333333
